text,item_id,user_who_published,user_id,ranking,rating,like_count,retweet_count,reply_count,quote_count,algorithm,date
@imhregina @arianassnasty the cutest surprise ??? thank YOU,1358843515149504514,34507480,11.0,4.0,2.0,9959,1013,1335,450,SCSA-SCSA_PLUS,2023-08-19
"Photographer: Gray Sorrenti
Creative Director: Jen Brill
Profile Written By: @kahlanabarfield
Hair: @UrsulaStephen
Makeup: @PriscillaOno
Nails: @kimmiekyees",1290659734639521798,79293791,11.0,5.0,3.0,5077,341,131,25,SCSA-SCSA_PLUS,2023-08-19
"Continue the #HybridTheory celebration with two new @Spotify Singles: @grandson’s cover of “One Step Closer” and @fever333’s take on “In The End.” Available now, only on Spotify: https://t.co/YdzDq9Oblu https://t.co/UaIjka4vTa",1321455751567532032,19373710,11.0,6.0,5.0,3984,698,95,202,SCSA-SCSA_PLUS,2023-08-19
@mytexaselly @SelenaFanClub you are so talented!!,1353502767352926208,23375688,11.0,7.0,2.0,4023,349,221,45,SCSA-SCSA_PLUS,2023-08-19
@mytexaselly @SelenaFanClub you are so talented!!,1353502767352926208,23375688,11.0,8.0,2.0,4023,349,221,45,SCSA-SCSA_PLUS,2023-08-19
"In 2016, we designed the #00 @MercedesAMG GT3 to compete at the @24HoursofSpa.

Can you spot the #HybridTheory reference on the car?
#MercedesAMG #HybridTheory20 https://t.co/Mw47Zc9pjF",1320142365038817281,19373710,11.0,9.0,5.0,3386,348,53,41,SCSA-SCSA_PLUS,2023-08-19
"Benefitting @MusicForRelief, the @GlobalOdeToJoy is an international video project launched by @YouTube and @googlearts celebrating Beethoven’s 250th birthday. We asked @BradDelson on his birthday what brings him joy. Join us and share videos that inspire #joy. #globalodetojoy https://t.co/yJyPqUrycy",1333873034114064385,19373710,11.0,10.0,3.0,2743,314,92,85,SCSA-SCSA_PLUS,2023-08-19
"Matte Mauve &amp; Matte Honey Collection launching next Friday, 02.12 at 12PM PT only at https://t.co/DFrKfpnba2 #KKWBEAUTY https://t.co/7EJLEHWp12",1357375687967997959,25365536,11.0,1.0,5.0,2712,126,42,10,SCSA-SCSA_PLUS,2023-08-19
"Matte Mauve &amp; Matte Honey Collection launching next Friday, 02.12 at 12PM PT only at https://t.co/DFrKfpnba2 #KKWBEAUTY https://t.co/7EJLEHWp12",1357375687967997959,25365536,11.0,2.0,5.0,2712,126,42,10,SCSA-SCSA_PLUS,2023-08-19
"Tomorrow night don't miss PLAY ON: Celebrating the Power of Music to Make Change. We'll be raising money for two important charities, @NAACP_LDF and @WhyHunger, so make sure to tune in to CBS at 8/7c. Learn more at https://t.co/bLHCPZ4re4 #PlayOnLive https://t.co/HImkpNG7AD",1338592930022363139,22720074,11.0,3.0,5.0,822,123,22,11,SCSA-SCSA_PLUS,2023-08-19
"P.S. - Follow the @AWMHFoundation to be the first to know when a new auction begins, and be sure to keep an eye out on the first Tuesday of every month!",1347619092417548288,238475531,11.0,4.0,5.0,421,31,8,0,SCSA-SCSA_PLUS,2023-08-19
"Tonight at 8pm ET, Eddie will perform at the 34th Annual Benefit Concert for @TibetHouseUS with @PhilipGlass, @Phoebe_Bridgers, @BlkfootWhtfoot, &amp; more.

Last chance for tickets to this virtual event: https://t.co/BEW7AiQFrQ https://t.co/AXDaV1VUZO",1362069293790162946,15155074,11.0,5.0,5.0,276,40,4,1,SCSA-SCSA_PLUS,2023-08-19
@Tim_Burgess Thanks for having us!,1360346403873181707,19114743,11.0,6.0,3.0,203,6,17,0,SCSA-SCSA_PLUS,2023-08-19
@fvckrender @AxieInfinity Amazing stuff!! Keep up the amazing work! ♥️,1354565152939544576,155705264,11.0,7.0,4.0,74,1,3,0,SCSA-SCSA_PLUS,2023-08-19
[SPONSORED] New Zealand has Asia-Pacific’s greenest future. It tops the climate policy pillar based on the scale of its ambitions to decarbonize and build a sustainable agricultural sector. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/Ga0FSly0UQ,1369226601972563972,15808647,11.0,8.0,4.0,17,9,0,1,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] Iceland tops the Green Future Index, with its pledge to be carbon neutral by 2040 and grand designs for green hydrogen and carbon capture and storage. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/B9ae0WRiuG",1368622654870192131,15808647,11.0,9.0,4.0,19,11,0,0,SCSA-SCSA_PLUS,2023-08-19
Want to support more journalism like this? Subscribe to WIRED for just $5 a year and get full access to our website and magazine https://t.co/l9FUptKwgd https://t.co/iaCexurIpK,1369458171467591683,1344951,11.0,10.0,4.0,4,0,0,0,SCSA-SCSA_PLUS,2023-08-19
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around...",1337020338916499463,17919972,11.0,1.0,5.0,143975,9658,1038,2624,SC-SCSA_PLUS,2023-08-19
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around...",1337020338916499463,17919972,11.0,2.0,5.0,143975,9658,1038,2624,SC-SCSA_PLUS,2023-08-19
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions ?‍♀️,1337022746824499203,17919972,11.0,3.0,5.0,118429,8165,2041,1841,SC-SCSA_PLUS,2023-08-19
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions ?‍♀️,1337022746824499203,17919972,11.0,4.0,5.0,118429,8165,2041,1841,SC-SCSA_PLUS,2023-08-19
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at https://t.co/QYMUTL0IAj",1337021907464499204,17919972,11.0,5.0,5.0,106010,7555,482,549,SC-SCSA_PLUS,2023-08-19
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at https://t.co/QYMUTL0IAj",1337021907464499204,17919972,11.0,6.0,5.0,106010,7555,482,549,SC-SCSA_PLUS,2023-08-19
https://t.co/Xv2Uu0fzkv,1362083047785439239,34507480,11.0,7.0,5.0,70847,12043,2468,5203,SC-SCSA_PLUS,2023-08-19
https://t.co/Xv2Uu0fzkv,1362083047785439239,34507480,11.0,8.0,5.0,70847,12043,2468,5203,SC-SCSA_PLUS,2023-08-19
"@preemptivelove: https://t.co/TBXP33fI1d

@impactlebanon: https://t.co/MYCtxrKBl6

Sadalsuud Foundation: https://t.co/j7l2PInSgY

@SaveTheChildren: https://t.co/NKREaT4gAg https://t.co/lKxDwRtSdn",1294010972055592962,79293791,11.0,9.0,4.0,20560,5907,219,93,SC-SCSA_PLUS,2023-08-19
"@preemptivelove: https://t.co/TBXP33fI1d

@impactlebanon: https://t.co/MYCtxrKBl6

Sadalsuud Foundation: https://t.co/j7l2PInSgY

@SaveTheChildren: https://t.co/NKREaT4gAg https://t.co/lKxDwRtSdn",1294010972055592962,79293791,11.0,10.0,4.0,20560,5907,219,93,SC-SCSA_PLUS,2023-08-19
@MariahCarey @IAMJHUD !!! https://t.co/HxOQqFR6r2,1334711453211889665,34507480,11.0,1.0,3.0,21237,2447,2081,608,SC-SCSA_PLUS,2023-08-19
@Ninja @Froste @Nadeshot @marshmellomusic @DillonFrancis done my part. Sorry @Nadeshot,1365113385658970113,155705264,11.0,2.0,1.0,19659,149,64,20,SC-SCSA_PLUS,2023-08-19
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,1331748997124534274,17919972,11.0,3.0,3.0,11819,931,563,97,SC-SCSA_PLUS,2023-08-19
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,1331748997124534274,17919972,11.0,4.0,3.0,11819,931,563,97,SC-SCSA_PLUS,2023-08-19
? “911” REMIXES OUT NOW ? @brunomartini https://t.co/JvytLrMVAI https://t.co/UmwN7IbVcW,1334726779903168512,14230524,11.0,5.0,5.0,8723,1232,246,190,SC-SCSA_PLUS,2023-08-19
@myrarestyles @SelenaFanClub ♥️,1355167587638906880,23375688,11.0,6.0,3.0,2399,281,363,48,SC-SCSA_PLUS,2023-08-19
@myrarestyles @SelenaFanClub ♥️,1355167587638906880,23375688,11.0,7.0,3.0,2399,281,363,48,SC-SCSA_PLUS,2023-08-19
"I remember being nervous &amp; concerned about what I should wear. After much deliberation, I settled on a t-shirt &amp; oversized green pants. The black Project 86 t-shirt I would wear today if I still had it, but the choice in pants gets me teased by my daughters ? @phoenixlp https://t.co/ZQW3Wku6OM",1350483251291451392,19373710,11.0,8.0,5.0,1314,120,25,12,SC-SCSA_PLUS,2023-08-19
"I remember being nervous &amp; concerned about what I should wear. After much deliberation, I settled on a t-shirt &amp; oversized green pants. The black Project 86 t-shirt I would wear today if I still had it, but the choice in pants gets me teased by my daughters ? @phoenixlp https://t.co/ZQW3Wku6OM",1350483251291451392,19373710,11.0,9.0,5.0,1314,120,25,12,SC-SCSA_PLUS,2023-08-19
"I remember being nervous &amp; concerned about what I should wear. After much deliberation, I settled on a t-shirt &amp; oversized green pants. The black Project 86 t-shirt I would wear today if I still had it, but the choice in pants gets me teased by my daughters ? @phoenixlp https://t.co/ZQW3Wku6OM",1350483251291451392,19373710,11.0,10.0,5.0,1314,120,25,12,SC-SCSA_PLUS,2023-08-19
"Extended Christmas episode of XTRACTS with some of the special guests who’ve joined the band on U2-X Radio in 2020. https://t.co/RceWtAuoBN
@rockyoriordan @ava @st_vincent @ElvisCostello @kendricklamar @howiebpoems @NoelGallagher @talldanhegarty @johnkellytweets https://t.co/2jy2zUI6vZ",1342062601535164416,18847632,11.0,1.0,5.0,680,91,17,12,SC-SCSA_PLUS,2023-08-19
"For Mike’s birthday, take 20% off storewide in the Official Mike Shinoda Store.

Shop Now: https://t.co/wBnCeNFyMe https://t.co/SSeyH1ZWKq",1359932980974657536,19373710,11.0,2.0,5.0,668,54,5,1,SC-SCSA_PLUS,2023-08-19
"In addition we will be CLOSING A7X World for now. We encourage you to support your favorite independent artists, brands, and businesses during this time of uncertainty.",1240464261366919171,89366493,11.0,3.0,5.0,520,57,17,3,SC-SCSA_PLUS,2023-08-19
Excited to join @Lin_Manuel &amp; Georgia's own @WayneBrady for an arts &amp; activism event to #GetOutTheVote for the #Georgia runoff elections. Join us on Dec 16 at 5:30pm PT with a $10 donation to support the work of @LCFGeorgia @HispanicFed &amp; @LatinoVictoryUS! https://t.co/U56mO1zfOs https://t.co/Su6wrFUuCc,1336059119174897665,15155074,11.0,4.0,5.0,411,43,16,15,SC-SCSA_PLUS,2023-08-19
This just in: @MikeMcCreadyPJ and Eddie will be dialing into @PJRadio's Faithfull Forum on @SiriusXM. Call 1-855-9-PEARLJAM to join the conversation at 5pm ET.,1359597695548153864,15155074,11.0,5.0,5.0,102,10,5,1,SC-SCSA_PLUS,2023-08-19
@niftygateway @AdamPriesterArt @jpierce_art @TedsLittleDream @troubleandrew @toomuchlag_ @jonburgerman @nottjmiller @rhymezlikedimez @fewocious @itsparrott @JonathanWWolfe @todayodious @smeccea @_dotpigeon @rhett let's gooooooooooo!!!!,1366167129754537984,17019152,11.0,6.0,1.0,69,5,7,1,SC-SCSA_PLUS,2023-08-19
A House Judiciary panel focused on antitrust will hear from three witnesses on Friday who represent a range of news organizations with concerns about how big tech platforms like Facebook and Google increasingly dominate their industry https://t.co/9dkhqgEVLe https://t.co/VLCMRiDgSP,1369614175048249346,25562270,11.0,7.0,5.0,31,12,6,1,SC-SCSA_PLUS,2023-08-19
@Tim_Burgess @robbiesbrewery Enjoy  ?,1365320876510560258,19114743,11.0,8.0,5.0,74,0,5,0,SC-SCSA_PLUS,2023-08-19
@qayyumabro @dazchild @scottishwildcat @BrianBarilla Happy to help out here! Nvidia says it will deliberately reduce the efficiency of its latest card by 50% when it is used to mine the crypto-currency Ethereum - but it will also sell a bespoke crypto-currency mining processor,1362776603047165957,621583,11.0,9.0,3.0,2,0,1,1,SC-SCSA_PLUS,2023-08-19
"Not yet a subscriber? For $50 per year, you’ll get unlimited access to our journalism and our award-nominated newsletter on artificial intelligence, The Algorithm. Your support also helps sustain our mission-driven journalism.
https://t.co/JmdZJSohAO",1369042864316026881,15808647,11.0,10.0,5.0,2,1,0,0,SC-SCSA_PLUS,2023-08-19
jade in da shade. https://t.co/NkC6I1iEmP,1358058477785120769,79293791,11.0,1.0,1.0,875094,87788,12126,11898,CS-SCSA_PLUS,2023-08-19
the “forever is the sweetest con” chapter is out now ??  https://t.co/pUCyQgU5Sg https://t.co/krn2QT4ooX,1354658220585922565,17919972,11.0,2.0,1.0,206801,22633,9708,3505,CS-SCSA_PLUS,2023-08-19
oh santa the remix ! by @mariahcarey feat me &amp; the incredible @iamjhud out now ??☁️ and i am no longer in my body https://t.co/ruQUKmy4j0 https://t.co/wanmfNDcic,1334724211689074688,34507480,11.0,3.0,1.0,126484,17808,4907,3841,CS-SCSA_PLUS,2023-08-19
savage show lip combo vibes! all from the new  @fentybeauty limited edition minis!! #STUNNA &amp; #GLOSSBOMB ??? https://t.co/ISDrPBqMAD,1316909183225286657,79293791,11.0,4.0,5.0,69886,4156,1970,594,CS-SCSA_PLUS,2023-08-19
cheers to a sunny Cali afternoon... skin protected Of course! @fentyskin #HyDRAViZoR #SPF #CoralReefFriendly #vegan #glutenfree #crueltyfree #clean ... get into it https://t.co/FIIzyxXKmX https://t.co/wf6P1a22zr,1290389884927000582,79293791,11.0,5.0,5.0,27206,1474,727,295,CS-SCSA_PLUS,2023-08-19
Happy Birthday Tony! https://t.co/62X2qv41yE,1362769948691472385,236956880,11.0,6.0,5.0,8969,1550,167,184,CS-SCSA_PLUS,2023-08-19
A little slide guitar ? https://t.co/1eGWLnLhTI,1310693744056950787,95955871,11.0,7.0,5.0,7809,932,91,66,CS-SCSA_PLUS,2023-08-19
"#onthisday in 2017 we rocked Osaka, Japan https://t.co/qsPK9BnF6y",1352347607855726594,95955871,11.0,8.0,5.0,6474,977,95,112,CS-SCSA_PLUS,2023-08-19
Here are some long lost interview outtakes from the Hybrid Theory days #HybridTheory20 https://t.co/730oDpV1Qy https://t.co/woJgFzxerN,1319321276171759617,19373710,11.0,9.0,5.0,5060,784,79,138,CS-SCSA_PLUS,2023-08-19
#REALIZE VIDEO OUT NOW #PWRUP https://t.co/6wcxL4N2mM https://t.co/Dyy70idElf,1349370619616378880,2836755090,11.0,10.0,5.0,4002,989,102,156,CS-SCSA_PLUS,2023-08-19
"The pre-sale tickets have landed ⚡
https://t.co/h6944iWjQJ https://t.co/etgqcBtnrL",1330692631551234050,95955871,11.0,1.0,5.0,3387,265,90,60,CS-SCSA_PLUS,2023-08-19
"“It's amazing that we're here 20 years later talking about this album…The reality in terms of the way the music has connected globally has exceeded what any of us could’ve imagined.” - Brad #HybridTheory20

Stream/Download: https://t.co/7ZTm0Sf3OA https://t.co/uqN4ahFXkJ",1316501262704144384,19373710,11.0,2.0,5.0,2706,405,50,18,CS-SCSA_PLUS,2023-08-19
"'Shake, Shake'. You may not have seen this video. A Celebration. From today on @youtube in 4k. #U2
https://t.co/2Z7COlVid4 https://t.co/pGdxWdAjh9",1347589799947984902,18847632,11.0,3.0,5.0,2341,380,100,93,CS-SCSA_PLUS,2023-08-19
NEW #HybridTheory20 merch available in the Official Linkin Park Store: https://t.co/tgYZCswSOj https://t.co/7rBtkGnpRl,1319686215642214401,19373710,11.0,4.0,5.0,2535,289,46,89,CS-SCSA_PLUS,2023-08-19
"Must have been a hundred miles
Any of a hundred styles
It's not about the smile you wear
But the way we make out
* * * *
On this day in 2007, the music video for “Hump de Bump” was released. Directed by @chrisrock https://t.co/oUqqkwMLYw",1238490684384071686,297047872,11.0,5.0,5.0,2381,401,23,26,CS-SCSA_PLUS,2023-08-19
"Thanks @JimmyKimmelLive for having us on!  If you missed it, you can watch it here now https://t.co/Bblb6pGOhs https://t.co/zGaJ4PTjIK",1363238923879653379,55010030,11.0,6.0,5.0,1774,341,59,24,CS-SCSA_PLUS,2023-08-19
"Our @KKWFRAGRANCE Valentine’s Sale starts now! Shop 25% off select red &amp; pink fragrances — Kylie Jenner Red &amp; Pink Lips, Kourtney Ruby Diamond and Crystal Rose. No code needed. ❤️? Offer ends Sunday, 02.14 at 12PM PT only at https://t.co/Dn34NWYXIO https://t.co/tW95Gz03Aw",1359547910619344904,25365536,11.0,7.0,5.0,2020,104,87,4,CS-SCSA_PLUS,2023-08-19
#DEMONFIRE IS ALL YOU DESIRE. OFFICIAL VIDEO TOMORROW. #PWRUP https://t.co/RPrvr4eRDJ https://t.co/VcXIvsa6y9,1336325009367678977,2836755090,11.0,8.0,5.0,1627,258,25,48,CS-SCSA_PLUS,2023-08-19
"Today is the day we've been waiting for! #HelpingHands2020 is finally here &amp; we're psyched to get to play LIVE for you in just a handful of hours at 2PM PST. Get your ticket now &amp; join us as we take the stage from HQ.

Get Your Ticket ➡️ https://t.co/5SUGsKDjCL https://t.co/OQD9lkvdN0",1327642451427864577,238475531,11.0,9.0,5.0,1744,195,29,36,CS-SCSA_PLUS,2023-08-19
#PWRUP @MetalHammer https://t.co/vHWr26nw9r,1334534887664209922,2836755090,11.0,10.0,5.0,1488,123,7,9,CS-SCSA_PLUS,2023-08-19
"09.12.19 ?  Preparing for #TheNothing album release event.

?: @stvthrasher https://t.co/DI9KjAxCXx",1304866700794363905,6207392,11.0,1.0,5.0,1098,137,10,10,CS-SCSA_PLUS,2023-08-19
"⚠️ TUNE IN NOW ⚠️ Watch the broadcast from @Lollapalooza 2006 now!

#RHCP #Lolla #StayHome
https://t.co/L8CK03LrOy",1263620338790944769,297047872,11.0,2.0,5.0,845,216,26,72,CS-SCSA_PLUS,2023-08-19
WE are INVINCIBLE ? https://t.co/733IPDbCHj,1315698359718551552,18645813,11.0,3.0,5.0,1025,163,11,8,CS-SCSA_PLUS,2023-08-19
"RT @fairfightaction: Join us this Thursday for our Rock The Runoff virtual concert. Hosted by @KerryWashington, this is sure to be a night…",1334706123971162115,26565946,11.0,4.0,1.0,0,656,0,0,CS-SCSA_PLUS,2023-08-19
"The music video of 'BED' is coming tomorrow together with @raye @joelcorry!
GET READY!!!!! https://t.co/FXJpghzvoS https://t.co/GjDj6LkbFh",1367500382717546499,23976386,11.0,5.0,5.0,426,73,15,5,CS-SCSA_PLUS,2023-08-19
"Episode 10 of #themotorcast features one of Lemmy’s closest and most long standing friends, Simon Sessler. Subscribe now to hear his stories about the great man and all things Motörhead here https://t.co/q37LFpYOhk  . Hosted by @TalkingBollockz https://t.co/pGuSlEmtxT",1364533279261679619,118483749,11.0,6.0,5.0,344,49,2,2,CS-SCSA_PLUS,2023-08-19
"It’s the United Nation’s 75th Anniversary! Join @MikeMcCreadyPJ tomorrow at 12pm PT along with @BrandiCarlile, @ItsPeterGabriel, &amp; over 200 artists for #PeaceThroughMusic.

Watch exclusively on Facebook Live, as we call for social justice &amp; global access to human rights. #UN75 https://t.co/3nJNLOgawQ",1333492114408296449,15155074,11.0,7.0,5.0,358,35,4,3,CS-SCSA_PLUS,2023-08-19
"Gigaton producer Josh Evans talked with Nick Rives about mixing Gigaton in Dolby Atmos on @Dolby Inside the Mix.

Tune into part one on Capitol Royale: https://t.co/JK30IO2zAV https://t.co/qnc8TizKTd",1334601400836354048,15155074,11.0,8.0,5.0,202,14,2,1,CS-SCSA_PLUS,2023-08-19
"""Electrico Romantico"" is OUT NOW!! ?
Thanks @Spotify for including the track in New Music Friday!!
https://t.co/gCMj381RSy https://t.co/L2riCvD7Ol",1086268959492468742,202222127,11.0,9.0,5.0,53,16,3,2,CS-SCSA_PLUS,2023-08-19
Parler app back online after month-long gap https://t.co/YxJnH9M4NH,1361376289475682307,621583,11.0,10.0,5.0,31,11,11,1,CS-SCSA_PLUS,2023-08-19
? @netflix https://t.co/lLHIqfxrOm https://t.co/tjg1Dbm3OB,1338944728969035776,34507480,11.0,1.0,1.0,178076,12806,7937,1639,B1-SCSA_PLUS,2023-08-19
three hours! ? join the live countdown here: https://t.co/itsDkio2mI ✨ i’ll see you there ? https://t.co/wJM9CmGvhS,1360046105170485249,34507480,11.0,2.0,3.0,77731,11705,7976,1746,B1-SCSA_PLUS,2023-08-19
#LetSilkSonicThrive @RecordingAcad https://t.co/Ze5nuZQnvi,1368703131652005888,100220864,11.0,3.0,2.0,52776,8973,1538,5715,B1-SCSA_PLUS,2023-08-19
"I’m just here to brag about the best eye cream on the block! I’m always tired, y’all would never know. Lol! Get into this @fentyskin #FLASHNAP Instant Revival Eye Gel-Cream ???‍♀️ available now on https://t.co/yH0c5ksLob &amp; @Sephora @HarveyNichols @BootsUK https://t.co/B8y4c5jHlZ",1360638198573981696,79293791,11.0,4.0,1.0,20171,1671,968,310,B1-SCSA_PLUS,2023-08-19
Dave Grohl ? Paradise City https://t.co/97U9sIr7LP,1327659608903733249,95955871,11.0,5.0,5.0,16432,2665,204,581,B1-SCSA_PLUS,2023-08-19
See you Friday @jimmyfallon ?? @FallonTonight https://t.co/NDhW8CDAsq,1354547483083329538,26565946,11.0,6.0,2.0,12667,708,1139,182,B1-SCSA_PLUS,2023-08-19
"Lacoste: “Bruno, if you want the clothes to sell we need to hire ridiculously good looking models.”

Me: “BET!” https://t.co/4otNoqEmEr",1366833859829108738,100220864,11.0,7.0,5.0,10830,933,534,130,B1-SCSA_PLUS,2023-08-19
What’s the song? ? https://t.co/pUFyF3xCGz,1309555054295355394,95955871,11.0,8.0,5.0,6694,612,452,132,B1-SCSA_PLUS,2023-08-19
????they have a lot of love for every living creature https://t.co/9s7K1Jk4Xs,1269640838205902849,297047872,11.0,9.0,3.0,4918,774,76,78,B1-SCSA_PLUS,2023-08-19
"I ? your name, voice, sincerity and of COURSE your relationship with your mom @AlanisSophia. And while we’re at it I love @alanis too! #AmericanIdol https://t.co/BajGywTSSV",1366208806535892995,21447363,11.0,10.0,5.0,2191,175,111,11,B1-SCSA_PLUS,2023-08-19
@IAMANITABAKER I love you Anita. Thank you so much.,1367946423736537089,100220864,11.0,1.0,1.0,1529,132,41,30,B1-SCSA_PLUS,2023-08-19
"We'll be getting good use out of these today! #HelpingHands2020 kicks off in three hours.

Get Your Ticket ➡️️ https://t.co/5SUGsKDjCL https://t.co/tChg2AhyNz",1327687747117740035,238475531,11.0,2.0,5.0,1473,135,24,16,B1-SCSA_PLUS,2023-08-19
Have you seen our 360 Virtual Pop Up store yet? Join the experience + get exclusive items here: https://t.co/ZAjFrJxdqa https://t.co/jP41j4wQDf,1292597118763319296,108361327,11.0,3.0,5.0,1399,182,11,4,B1-SCSA_PLUS,2023-08-19
"New to the @PUCKHCKY x Metallica collaboration: The Sniper Messiah, available exclusively at https://t.co/Y2ivhfZ8Xm!

Shop the entire collection at https://t.co/22eYhGNPnK.
Partial collection also available at https://t.co/Bc9QfY59qW. https://t.co/gzOZ9DLysw",1363926533652574218,238475531,11.0,4.0,5.0,1321,156,33,29,B1-SCSA_PLUS,2023-08-19
#PWRUP @BBCNews https://t.co/3eJQgtOHp7,1364598637163126785,2836755090,11.0,5.0,5.0,1368,155,17,10,B1-SCSA_PLUS,2023-08-19
New Music. This Friday ? #Future https://t.co/N3h8FTM1PO,1310618458925740032,18645813,11.0,6.0,5.0,1093,152,26,18,B1-SCSA_PLUS,2023-08-19
#PWRUP @AMAZONMUSIC https://t.co/BmPCkFDkv1 https://t.co/kVotzrKoQU,1341035699970011136,2836755090,11.0,7.0,5.0,992,138,15,17,B1-SCSA_PLUS,2023-08-19
"Another Tuesday Teaser for you: which song on A Saucerful Of Secrets had a working title of The Most Boring Song I've Heard, Bar Two?

https://t.co/8zmqaYPzZS",1366709249137643523,314792669,11.0,8.0,5.0,1003,111,31,9,B1-SCSA_PLUS,2023-08-19
"It's rare for concert adverts to have the full names of band members; in this instance, for a 1969 show in Bordeaux, France, they've got David's middle name AND surname incorrect! https://t.co/1Qa0yLWk50",1363548342832218116,314792669,11.0,9.0,2.0,792,94,25,3,B1-SCSA_PLUS,2023-08-19
"It's rare for concert adverts to have the full names of band members; in this instance, for a 1969 show in Bordeaux, France, they've got David's middle name AND surname incorrect! https://t.co/1Qa0yLWk50",1363548342832218116,314792669,11.0,10.0,2.0,792,94,25,3,B1-SCSA_PLUS,2023-08-19
"“Supernaut” (2021 Remaster)
https://t.co/NKrRgDJRNx",1351669168987226112,236956880,11.0,1.0,5.0,698,95,5,4,B1-SCSA_PLUS,2023-08-19
"Check out the @MVFilmFest's screening of ""Sound Of Metal"" - available today through Sunday morning - including a bonus conversation featuring our resident movie buff, @LarsUlrich! #MVFF43

Get your ticket ➡️ https://t.co/Y7g0VFnHLb https://t.co/KhKq2Vjxc1",1316844403797889024,238475531,11.0,2.0,5.0,692,91,10,1,B1-SCSA_PLUS,2023-08-19
"SH: The artwork has definitely stood the test of time without a doubt. But it's such massive subject matter - Derek had to do it well, because if he didn’t it ends up being cheesy. It could be a fine line perhaps, but I think the artwork's fantastic #TimsTwitterListeningParty",1360341869478223872,19114743,11.0,3.0,5.0,678,45,19,2,B1-SCSA_PLUS,2023-08-19
Jumping into 2021 like ? https://t.co/WHVxU2O1R2,1345405481628684289,18645813,11.0,4.0,1.0,608,70,11,5,B1-SCSA_PLUS,2023-08-19
"Inspired by @chrissyteigen, designed by Winterstone. I teamed up with @getinkbox for some semi-permanent #oohlaa tattoos!  Get yours, check out Valentine's Day merch bundles, and take 15% off select items here: https://t.co/dvqPufbbNC https://t.co/CSlr0SoZfL",1359185296382779393,18228898,11.0,5.0,2.0,581,37,17,4,B1-SCSA_PLUS,2023-08-19
"Scorpions Today - 1992: ""Send Me An Angel"" Peaks at #44 on the @Billboard Hot 100 ? ?

https://t.co/Qh5O5sCg4B",1353719280022343683,337789021,11.0,6.0,5.0,408,82,11,8,B1-SCSA_PLUS,2023-08-19
"40 years ago today Motörhead made the first of two Top Of The Pops appearances playing #aceofspades40!
https://t.co/Yr3xIpPNCF",1324713186436796417,118483749,11.0,7.0,5.0,397,88,8,3,B1-SCSA_PLUS,2023-08-19
Much love to @c895radio for the early support on my brand new single 'Leave A Little Love' with @alesso on @planetdance895!,1365207153359917058,18776605,11.0,8.0,1.0,355,35,13,4,B1-SCSA_PLUS,2023-08-19
"On Black Friday our ""Wind of Change"" Box Set including the sheet music for Wind of Change will be released! Have you tried singing or playing the song? Comment below and send your videos!

https://t.co/678WUXT9hw https://t.co/ncYkDqKagE",1330164072227094528,337789021,11.0,9.0,5.0,309,35,11,3,B1-SCSA_PLUS,2023-08-19
Check out my latest episode of I Need R3HAB with new music from @SHOWTEK @dimitrivegas @likemike @SunneryJames @RyanMarciano @bingoplayers @fafaqmusic @Firebeatz @alekgaloski https://t.co/5Z42xSvgmY ??,1333406580927303682,21001379,11.0,10.0,1.0,92,10,8,1,B1-SCSA_PLUS,2023-08-19
"It’s not the news we enjoy sharing, but we want to make sure we launch this update properly. Stay tuned for more information as the time draws closer. Thank you for your continued patience and support. 3/3",1364607745270423556,821102114,10.0,1.0,3.0,21759,563,1156,53,SCSA-SCSA_PLUS,2023-08-19
@DeusEx @CDPROJEKTRED @Tholia_Bentz Thanks! Right back at ya! https://t.co/LipziY1zHV,1337077938076979205,821102114,10.0,2.0,3.0,1011,23,26,2,SCSA-SCSA_PLUS,2023-08-19
"Next week, in honor of International Women's Day we're spotlighting inspiring women in gaming, with a twist! Alongside the share of your favorite heroine (or villain!), share the story of how or why the character inspired you in using #PSshare #PSBlog for a chance to be featured! https://t.co/tyyB8rzNlf",1367882927384768524,10671602,10.0,3.0,5.0,477,46,13,10,SCSA-SCSA_PLUS,2023-08-19
@ruinergame @CDPROJEKTRED Thank you! https://t.co/zKZqNwcip1,1336793663792406530,821102114,10.0,4.0,3.0,351,9,9,0,SCSA-SCSA_PLUS,2023-08-19
